Content,Level,datetime,content_length,source
"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851646, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",Informativo,2024-03-17 16:13:47.016,21,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",Informativo,2024-03-17 16:13:47.038,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.038,2,Android
"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851713, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",Informativo,2024-03-17 16:13:47.078,21,Android
playSoundEffect   effectType: 0,Informativo,2024-03-17 16:13:47.091,3,Android
querySoundEffectsEnabled...,Informativo,2024-03-17 16:13:47.091,1,Android
"animateCollapsePanels:flags=2, force=true, delayed=true, mExpandedVisible=true",Informativo,2024-03-17 16:13:47.100,4,Android
onExpandingStarted,Informativo,2024-03-17 16:13:47.101,1,Android
logNotificationVisibilityChanges runInThread start,Informativo,2024-03-17 16:13:47.102,3,Android
onNotificationVisibilityChanged called,Informativo,2024-03-17 16:13:47.103,2,Android
logNotificationVisibilityChanges runInThread over,Informativo,2024-03-17 16:13:47.104,3,Android
START u0 {act=com.tencent.mobileqq.action.MAINACTIVITY flg=0x14000000 cmp=com.tencent.mobileqq/.activity.SplashActivity (has extras)} from uid 10111 on display 0,Informativo,2024-03-17 16:13:47.113,13,Android
"ActivityRecord info: ActivityInfo{d1c8e63 com.tencent.mobileqq.activity.SplashActivity}, euid: 0",Informativo,2024-03-17 16:13:47.114,6,Android
"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=40000600 newVal=40000500 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.124,18,Android
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",Informativo,2024-03-17 16:13:47.124,2,Android
"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10111}, uid=1000, pid=1702",Informativo,2024-03-17 16:13:47.138,8,Android
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:47.138,1,Android
"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Informativo,2024-03-17 16:13:47.138,4,Android
onNotificationClick called,Informativo,2024-03-17 16:13:47.149,2,Android
"cancelNotification,index:0",Informativo,2024-03-17 16:13:47.149,1,Android
"cancelNotification,cancelNotificationLocked,callingUid = 10037,callingPid = 2227",Informativo,2024-03-17 16:13:47.150,5,Android
"cancelNotificationLocked called,tell the app,reason = 1",Informativo,2024-03-17 16:13:47.150,6,Android
cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,Informativo,2024-03-17 16:13:47.150,1,Android
"cancelNotificationLocked,remove =com.tencent.mobileqq",Informativo,2024-03-17 16:13:47.150,2,Android
applyOptionsLocked: Unknown animationType=0,Error,2024-03-17 16:13:47.150,3,Android
cancelPeek: false,Informativo,2024-03-17 16:13:47.224,2,Android
"flingToHeight: vel=0.0, expand=false, target=0.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false",Informativo,2024-03-17 16:13:47.224,6,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-6.0",Informativo,2024-03-17 16:13:47.254,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.254,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-21.0",Informativo,2024-03-17 16:13:47.270,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.270,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-43.0",Informativo,2024-03-17 16:13:47.287,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.287,2,Android
"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21085], maxLayer:[21085], inRotation:[false], rot:[0]",Informativo,2024-03-17 16:13:47.289,16,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-70.0",Informativo,2024-03-17 16:13:47.305,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.305,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-102.0",Informativo,2024-03-17 16:13:47.320,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.321,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0",Informativo,2024-03-17 16:13:47.338,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.338,2,Android
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",Informativo,2024-03-17 16:13:47.341,6,Android
"updateLightsLocked,turn off notificationLight",Informativo,2024-03-17 16:13:47.341,3,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-178.0",Informativo,2024-03-17 16:13:47.357,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.357,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-222.0",Informativo,2024-03-17 16:13:47.371,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.371,2,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-270.0",Informativo,2024-03-17 16:13:47.396,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.397,2,Android
removeNotification:0|com.tencent.mobileqq|121|null|10111,Informativo,2024-03-17 16:13:47.402,1,Android
"updateNotificationShade: total=0, active=0",Informativo,2024-03-17 16:13:47.402,3,Android
"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=true",Informativo,2024-03-17 16:13:47.403,4,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-321.0",Informativo,2024-03-17 16:13:47.409,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.409,2,Android
The change in focus caused us to need to do a layout begin,Informativo,2024-03-17 16:13:47.410,13,Android
The change in focus caused us to need to do a layout end,Informativo,2024-03-17 16:13:47.410,13,Android
"overlapAmount:95.0, previousNotificationEnd:0.0, newYTranslation:-95.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-428",Informativo,2024-03-17 16:13:47.441,7,Android
"state.clipTopAmount:79, i:0",Informativo,2024-03-17 16:13:47.441,2,Android
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-428.0",Informativo,2024-03-17 16:13:47.441,4,Android
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:47.441,2,Android
"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.448,18,Android
cancelAutohide,Informativo,2024-03-17 16:13:47.449,1,Android
"notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508",Informativo,2024-03-17 16:13:47.449,2,Android
setLightsOn(true),Informativo,2024-03-17 16:13:47.450,1,Android
"setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.450,18,Android
"overlapAmount:154.0, previousNotificationEnd:0.0, newYTranslation:-154.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-487",Informativo,2024-03-17 16:13:47.460,7,Android
"state.clipTopAmount:138, i:0",Informativo,2024-03-17 16:13:47.460,2,Android
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-487.0",Informativo,2024-03-17 16:13:47.460,4,Android
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:47.460,2,Android
"overlapAmount:213.0, previousNotificationEnd:0.0, newYTranslation:-213.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-546",Informativo,2024-03-17 16:13:47.471,7,Android
"state.clipTopAmount:197, i:0",Informativo,2024-03-17 16:13:47.471,2,Android
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-546.0",Informativo,2024-03-17 16:13:47.471,4,Android
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:47.471,2,Android
"updateNotificationShade: total=0, active=0",Informativo,2024-03-17 16:13:47.489,3,Android
removeNotificationChildren,Informativo,2024-03-17 16:13:47.496,1,Android
onExpandingFinished,Informativo,2024-03-17 16:13:47.496,1,Android
"updateNotificationShade: total=0, active=0",Informativo,2024-03-17 16:13:47.498,3,Android
removeNotificationChildren,Informativo,2024-03-17 16:13:47.498,1,Android
Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,Advertencia,2024-03-17 16:13:47.499,9,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",Informativo,2024-03-17 16:13:47.499,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.499,2,Android
"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",Informativo,2024-03-17 16:13:47.517,9,Android
"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",Informativo,2024-03-17 16:13:47.517,11,Android
"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",Informativo,2024-03-17 16:13:47.517,10,Android
"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",Informativo,2024-03-17 16:13:47.517,10,Android
"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",Informativo,2024-03-17 16:13:47.518,12,Android
"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",Informativo,2024-03-17 16:13:47.518,13,Android
"getRecentTasks: num=20,flags=62,totalTasks=46",Informativo,2024-03-17 16:13:47.518,2,Android
getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},Informativo,2024-03-17 16:13:47.518,2,Android
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:47.525,1,Android
"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",Informativo,2024-03-17 16:13:47.547,9,Android
"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",Informativo,2024-03-17 16:13:47.547,11,Android
"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",Informativo,2024-03-17 16:13:47.547,10,Android
"getRecentTasks: num=10,flags=62,totalTasks=46",Informativo,2024-03-17 16:13:47.547,2,Android
getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},Informativo,2024-03-17 16:13:47.547,2,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",Informativo,2024-03-17 16:13:47.578,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.578,1,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119",Informativo,2024-03-17 16:13:47.585,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.585,1,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =122",Informativo,2024-03-17 16:13:47.590,9,Android
setLightsOn(true),Informativo,2024-03-17 16:13:47.598,1,Android
"setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.599,18,Android
"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.599,18,Android
cancelAutohide,Informativo,2024-03-17 16:13:47.600,1,Android
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",Informativo,2024-03-17 16:13:47.600,2,Android
makeExpandedInvisible: mExpandedVisible=true,Informativo,2024-03-17 16:13:47.600,2,Android
closeQs,Informativo,2024-03-17 16:13:47.600,1,Android
cancelPeek: false,Informativo,2024-03-17 16:13:47.601,2,Android
instantCollapse,Informativo,2024-03-17 16:13:47.601,1,Android
cancelPeek: false,Informativo,2024-03-17 16:13:47.601,2,Android
closeQs,Informativo,2024-03-17 16:13:47.601,1,Android
resumeSuspendedAutohide,Informativo,2024-03-17 16:13:47.602,1,Android
disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,Informativo,2024-03-17 16:13:47.603,14,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123",Informativo,2024-03-17 16:13:47.631,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.631,1,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.632,1,Android
getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:13:47.638,9,Android
"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702",Informativo,2024-03-17 16:13:47.640,7,Android
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:47.641,1,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129",Informativo,2024-03-17 16:13:47.650,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.651,1,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135",Informativo,2024-03-17 16:13:47.681,9,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140",Informativo,2024-03-17 16:13:47.691,9,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144",Informativo,2024-03-17 16:13:47.694,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.695,1,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.700,1,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.700,1,Android
"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193",Informativo,2024-03-17 16:13:47.707,9,Android
"cancelNotification,index:-1",Informativo,2024-03-17 16:13:47.707,1,Android
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:47.709,1,Android
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Informativo,2024-03-17 16:13:47.709,4,Android
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",Informativo,2024-03-17 16:13:47.713,4,Android
updateDimmedActivatedHideSensitive overlap:false,Informativo,2024-03-17 16:13:47.713,2,Android
setLightsOn(true),Informativo,2024-03-17 16:13:47.735,1,Android
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.736,18,Android
registerCallback not in UI.,Advertencia,2024-03-17 16:13:47.743,4,Android
android.util.AndroidRuntimeException: Must execute in UI,Advertencia,2024-03-17 16:13:47.743,5,Android
*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,Informativo,2024-03-17 16:13:47.743,5,Android
setLightsOn(true),Informativo,2024-03-17 16:13:47.810,1,Android
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.811,18,Android
setLightsOn(true),Informativo,2024-03-17 16:13:47.931,1,Android
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:47.931,18,Android
